,ID,Sp_name,Sci_name,Group,ISSCAAP,Country,Fishing_area,AQ_median,AQ_q25,AQ_q75,AQ_medianNOW,AQ_q25NOW,AQ_q75NOW,Net_Median,Net_q25,Net_q75,Larval_M,Adult_M,CAPSUM_tonnes,AQSUM_tonnes,Positive,Percent_spared
579,"Trachurus japonicus_Japan_Pacific, Northwest",Japanese jack mackerel,Trachurus japonicus,finfish,Miscellaneous pelagic fishes,Japan,"Pacific, Northwest",66957.5,58587.8,78117,91759.8,91712,91823.6,24802.3,13706.6,33124.2,0.49,0.29,128700,740,1,0.19
580,"Trachurus japonicus_Korea, Republic of_Pacific, Northwest",Japanese jack mackerel,Trachurus japonicus,finfish,Miscellaneous pelagic fishes,"Korea, Republic of","Pacific, Northwest",12636.8,11057.2,14742.9,17341.11,17340.01,17342.71,4704.31,2599.81,6282.81,0.49,0.29,24411,18,1,0.19
581,"Trachurus japonicus_Taiwan Province of China_Pacific, Northwest",Japanese jack mackerel,Trachurus japonicus,finfish,Miscellaneous pelagic fishes,Taiwan Province of China,"Pacific, Northwest",3845,3364.3,4485.8,5277.43,5277.43,5277.43,1432.43,791.63,1913.13,0.49,0.29,7433,0,1,0.19
582,"Umbrina cirrosa_Greece_Atlantic, Eastern Central",Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Greece,"Atlantic, Eastern Central",34.6,30.3,40.4,63.8,63.8,63.8,29.2,23.4,33.5,0.62,0.42,110,0,1,0.27
583,Umbrina cirrosa_Greece_Mediterranean and Black Sea,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Greece,Mediterranean and Black Sea,49,42.9,57.1,56.44,51.34,63.14,7.44,6.04,8.44,0.62,0.42,28,127.6,1,0.27
584,Umbrina cirrosa_Italy_Mediterranean and Black Sea,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Italy,Mediterranean and Black Sea,76.5,66.9,89.3,101.14,95.24,109.04,24.64,19.74,28.34,0.62,0.42,93,150,1,0.26
585,Umbrina cirrosa_Lebanon_Mediterranean and Black Sea,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Lebanon,Mediterranean and Black Sea,1.9,1.6,2.2,3.48,3.48,3.48,1.58,1.28,1.88,0.62,0.42,6,0,1,0.26
586,Umbrina cirrosa_Tunisia_Mediterranean and Black Sea,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Tunisia,Mediterranean and Black Sea,9.7,8.5,11.4,17.98,17.98,17.98,8.28,6.58,9.48,0.62,0.42,31,0,1,0.27
587,Umbrina cirrosa_Turkey_Mediterranean and Black Sea,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Turkey,Mediterranean and Black Sea,16.1,14,18.7,24.28,23.48,25.38,8.18,6.68,9.48,0.62,0.42,31,20,1,0.26
588,Artemia salina_Russian Federation_Mediterranean and Black Sea,Brine shrimp,Artemia salina,crustacean,Miscellaneous marine crustaceans,Russian Federation,Mediterranean and Black Sea,18.1,15.9,21.2,105.92,105.92,105.92,87.82,84.72,90.02,0.88,0.68,331,0,1,0.27
589,"Artemia salina_United States of America_Pacific, Northeast",Brine shrimp,Artemia salina,crustacean,Miscellaneous marine crustaceans,United States of America,"Pacific, Northeast",1.5,1.3,1.7,8.64,8.64,8.64,7.14,6.94,7.34,0.88,0.68,27,0,1,0.26
590,"Artemia salina_United States of America_Pacific, Eastern Central",Brine shrimp,Artemia salina,crustacean,Miscellaneous marine crustaceans,United States of America,"Pacific, Eastern Central",16.4,14.4,19.2,96,96,96,79.6,76.8,81.6,0.88,0.68,300,0,1,0.27
591,"Carcinus maenas_France_Atlantic, Northeast",Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",France,"Atlantic, Northeast",13.5,11.8,15.7,52.44,52.44,52.44,38.94,36.74,40.64,0.82,0.62,138,0,1,0.28
592,"Carcinus maenas_Ireland_Atlantic, Northeast",Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",Ireland,"Atlantic, Northeast",0.1,0.1,0.1,0.38,0.38,0.38,0.28,0.28,0.28,0.82,0.62,1,0,1,0.28
593,"Carcinus maenas_Netherlands_Atlantic, Northeast",Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",Netherlands,"Atlantic, Northeast",1.2,1,1.4,4.56,4.56,4.56,3.36,3.16,3.56,0.82,0.62,12,0,1,0.28
594,"Carcinus maenas_Norway_Atlantic, Northeast",Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",Norway,"Atlantic, Northeast",0.5,0.4,0.6,1.9,1.9,1.9,1.4,1.3,1.5,0.82,0.62,5,0,1,0.28
595,"Carcinus maenas_Portugal_Atlantic, Northeast",Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",Portugal,"Atlantic, Northeast",4,3.5,4.7,15.58,15.58,15.58,11.58,10.88,12.08,0.82,0.62,41,0,1,0.28
596,"Carcinus maenas_Spain_Atlantic, Northeast",Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",Spain,"Atlantic, Northeast",1.9,1.6,2.2,7.22,7.22,7.22,5.32,5.02,5.62,0.82,0.62,19,0,1,0.28
597,"Carcinus maenas_United Kingdom_Atlantic, Northeast",Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",United Kingdom,"Atlantic, Northeast",35.5,31,41.4,137.94,137.94,137.94,102.44,96.54,106.94,0.82,0.62,363,0,1,0.28
598,"Carcinus maenas_United States of America_Atlantic, Northwest",Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",United States of America,"Atlantic, Northwest",6.3,5.5,7.3,24.32,24.32,24.32,18.02,17.02,18.82,0.82,0.62,64,0,1,0.28
599,"Maja squinado_Channel Islands_Atlantic, Northeast",Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",Channel Islands,"Atlantic, Northeast",17.6,15.4,20.5,68.4,68.4,68.4,50.8,47.9,53,0.82,0.62,180,0,1,0.28
600,Maja squinado_Croatia_Mediterranean and Black Sea,Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",Croatia,Mediterranean and Black Sea,1.5,1.3,1.7,5.7,5.7,5.7,4.2,4,4.4,0.82,0.62,15,0,1,0.28
601,"Maja squinado_France_Atlantic, Northeast",Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",France,"Atlantic, Northeast",534.4,467.6,623.5,2078.22,2078.22,2078.22,1543.82,1454.72,1610.62,0.82,0.62,5469,0,1,0.28
602,Maja squinado_France_Mediterranean and Black Sea,Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",France,Mediterranean and Black Sea,0.4,0.3,0.5,1.52,1.52,1.52,1.12,1.02,1.22,0.82,0.62,4,0,1,0.28
603,"Maja squinado_Ireland_Atlantic, Northeast",Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",Ireland,"Atlantic, Northeast",7.5,6.6,8.8,29.26,29.26,29.26,21.76,20.46,22.66,0.82,0.62,77,0,1,0.28
604,"Maja squinado_Morocco_Atlantic, Eastern Central",Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",Morocco,"Atlantic, Eastern Central",4.9,4.3,5.7,19,19,19,14.1,13.3,14.7,0.82,0.62,50,0,1,0.28
605,"Maja squinado_Netherlands_Atlantic, Northeast",Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",Netherlands,"Atlantic, Northeast",0.1,0.1,0.1,0.38,0.38,0.38,0.28,0.28,0.28,0.82,0.62,1,0,1,0.28
606,"Maja squinado_Portugal_Atlantic, Northeast",Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",Portugal,"Atlantic, Northeast",3.2,2.8,3.8,12.54,12.54,12.54,9.34,8.74,9.74,0.82,0.62,33,0,1,0.28
607,"Maja squinado_Spain_Atlantic, Northeast",Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",Spain,"Atlantic, Northeast",27.4,23.9,31.9,106.4,106.4,106.4,79,74.5,82.5,0.82,0.62,280,0,1,0.28
608,Maja squinado_Spain_Mediterranean and Black Sea,Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",Spain,Mediterranean and Black Sea,0.2,0.2,0.2,0.76,0.76,0.76,0.56,0.56,0.56,0.82,0.62,2,0,1,0.28
609,"Maja squinado_United Kingdom_Atlantic, Northeast",Spinous spider crab,Maja squinado,crustacean,"Crabs, sea-spiders",United Kingdom,"Atlantic, Northeast",34.3,30,40,133.38,133.38,133.38,99.08,93.38,103.38,0.82,0.62,351,0,1,0.28
610,"Panulirus argus_Anguilla_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Anguilla,"Atlantic, Western Central",14.1,12.4,16.5,89.9,89.9,89.9,75.8,73.4,77.5,0.89,0.69,290,0,1,0.26
611,"Panulirus argus_Antigua and Barbuda_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Antigua and Barbuda,"Atlantic, Western Central",8,7,9.4,51.15,51.15,51.15,43.15,41.75,44.15,0.89,0.69,165,0,1,0.26
612,"Panulirus argus_Bahamas_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Bahamas,"Atlantic, Western Central",413.6,361.9,482.5,2629.82,2629.72,2629.92,2216.22,2147.42,2267.82,0.89,0.69,8482,8,1,0.26
613,"Panulirus argus_Belize_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Belize,"Atlantic, Western Central",37.7,33,44,239.94,239.94,239.94,202.24,195.94,206.94,0.89,0.69,774,0,1,0.26
614,"Panulirus argus_Bermuda_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Bermuda,"Atlantic, Western Central",1.5,1.3,1.7,9.3,9.3,9.3,7.8,7.6,8,0.89,0.69,30,0,1,0.26
615,"Panulirus argus_Bonaire/S.Eustatius/Saba_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Bonaire/S.Eustatius/Saba,"Atlantic, Western Central",3.4,3,4,21.7,21.7,21.7,18.3,17.7,18.7,0.89,0.69,70,0,1,0.26
616,"Panulirus argus_Brazil_Atlantic, Southwest",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Brazil,"Atlantic, Southwest",297.2,260,346.7,1891,1891,1891,1593.8,1544.3,1631,0.89,0.69,6100,0,1,0.26
617,"Panulirus argus_British Virgin Islands_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",British Virgin Islands,"Atlantic, Western Central",2,1.7,2.3,12.4,12.4,12.4,10.4,10.1,10.7,0.89,0.69,40,0,1,0.26
618,"Panulirus argus_Colombia_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Colombia,"Atlantic, Western Central",0.2,0.1,0.2,0.93,0.93,0.93,0.73,0.73,0.83,0.89,0.69,3,0,1,0.24
619,"Panulirus argus_Costa Rica_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Costa Rica,"Atlantic, Western Central",0.4,0.4,0.5,2.79,2.79,2.79,2.39,2.29,2.39,0.89,0.69,9,0,1,0.27
620,"Panulirus argus_Cuba_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Cuba,"Atlantic, Western Central",225.7,197.5,263.4,1436.54,1436.54,1436.54,1210.84,1173.14,1239.04,0.89,0.69,4634,0,1,0.26
621,"Panulirus argus_Dominican Republic_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Dominican Republic,"Atlantic, Western Central",76.1,66.6,88.8,484.22,484.22,484.22,408.12,395.42,417.62,0.89,0.69,1562,0,1,0.26
622,"Panulirus argus_Grenada_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Grenada,"Atlantic, Western Central",1.5,1.3,1.7,9.3,9.3,9.3,7.8,7.6,8,0.89,0.69,30,0,1,0.26
623,"Panulirus argus_Haiti_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Haiti,"Atlantic, Western Central",12.2,10.7,14.2,77.5,77.5,77.5,65.3,63.3,66.8,0.89,0.69,250,0,1,0.26
624,"Panulirus argus_Honduras_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Honduras,"Atlantic, Western Central",297.2,260,346.7,1891,1891,1891,1593.8,1544.3,1631,0.89,0.69,6100,0,1,0.26
625,"Panulirus argus_Jamaica_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Jamaica,"Atlantic, Western Central",17.1,14.9,19.9,108.5,108.5,108.5,91.4,88.6,93.6,0.89,0.69,350,0,1,0.26
626,"Panulirus argus_Martinique_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Martinique,"Atlantic, Western Central",4.4,3.8,5.1,27.9,27.9,27.9,23.5,22.8,24.1,0.89,0.69,90,0,1,0.26
627,"Panulirus argus_Mexico_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Mexico,"Atlantic, Western Central",40.1,35,46.7,254.82,254.82,254.82,214.72,208.12,219.82,0.89,0.69,822,0,1,0.26
628,"Panulirus argus_Nicaragua_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Nicaragua,"Atlantic, Western Central",314.2,274.9,366.6,1999.5,1999.5,1999.5,1685.3,1632.9,1724.6,0.89,0.69,6450,0,1,0.26
629,"Panulirus argus_Puerto Rico_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Puerto Rico,"Atlantic, Western Central",5.7,5,6.7,36.58,36.58,36.58,30.88,29.88,31.58,0.89,0.69,118,0,1,0.26
630,"Panulirus argus_Saint Kitts and Nevis_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Saint Kitts and Nevis,"Atlantic, Western Central",0.9,0.8,1,5.58,5.58,5.58,4.68,4.58,4.78,0.89,0.69,18,0,1,0.26
631,"Panulirus argus_Saint Vincent/Grenadines_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Saint Vincent/Grenadines,"Atlantic, Western Central",2.7,2.4,3.2,17.36,17.36,17.36,14.66,14.16,14.96,0.89,0.69,56,0,1,0.26
632,"Panulirus argus_Trinidad and Tobago_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Trinidad and Tobago,"Atlantic, Western Central",1,0.9,1.2,6.51,6.51,6.51,5.51,5.31,5.61,0.89,0.69,21,0,1,0.26
633,"Panulirus argus_Turks and Caicos Is._Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",Turks and Caicos Is.,"Atlantic, Western Central",12.2,10.7,14.2,77.5,77.5,77.5,65.3,63.3,66.8,0.89,0.69,250,0,1,0.26
634,"Panulirus argus_United States of America_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",United States of America,"Atlantic, Western Central",114.5,100.2,133.5,728.5,728.5,728.5,614,595,628.3,0.89,0.69,2350,0,1,0.26
635,"Panulirus argus_US Virgin Islands_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters",US Virgin Islands,"Atlantic, Western Central",3.3,2.9,3.9,21.39,21.39,21.39,18.09,17.49,18.49,0.89,0.69,69,0,1,0.26
636,"Panulirus argus_Venezuela, Boliv Rep of_Atlantic, Western Central",Caribbean spiny lobster,Panulirus argus,crustacean,"Lobsters, spiny-rock lobsters","Venezuela, Boliv Rep of","Atlantic, Western Central",5,4.4,5.9,31.93,31.93,31.93,26.93,26.03,27.53,0.89,0.69,103,0,1,0.26
637,Penaeus kerathurus_Albania_Mediterranean and Black Sea,Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Albania,Mediterranean and Black Sea,3.3,2.9,3.9,12.92,12.92,12.92,9.62,9.02,10.02,0.82,0.62,34,0,1,0.28
638,"Penaeus kerathurus_Greece_Atlantic, Eastern Central",Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Greece,"Atlantic, Eastern Central",0.6,0.5,0.7,2.28,2.28,2.28,1.68,1.58,1.78,0.82,0.62,6,0,1,0.28
639,Penaeus kerathurus_Greece_Mediterranean and Black Sea,Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Greece,Mediterranean and Black Sea,137.2,120,160.1,533.52,533.52,533.52,396.32,373.42,413.52,0.82,0.62,1404,0,1,0.28
640,"Penaeus kerathurus_Italy_Atlantic, Eastern Central",Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Italy,"Atlantic, Eastern Central",0.9,0.8,1,3.42,3.42,3.42,2.52,2.42,2.62,0.82,0.62,9,0,1,0.28
641,Penaeus kerathurus_Italy_Mediterranean and Black Sea,Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Italy,Mediterranean and Black Sea,109.1,95.5,127.3,424.46,424.46,424.46,315.36,297.16,328.96,0.82,0.62,1117,0,1,0.28
642,Penaeus kerathurus_Libya_Mediterranean and Black Sea,Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Libya,Mediterranean and Black Sea,42,36.8,49,163.4,163.4,163.4,121.4,114.4,126.6,0.82,0.62,430,0,1,0.28
643,Penaeus kerathurus_Slovenia_Mediterranean and Black Sea,Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Slovenia,Mediterranean and Black Sea,0.5,0.4,0.6,1.9,1.9,1.9,1.4,1.3,1.5,0.82,0.62,5,0,1,0.28
644,"Penaeus kerathurus_Spain_Atlantic, Eastern Central",Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Spain,"Atlantic, Eastern Central",30.7,26.9,35.8,119.32,119.32,119.32,88.62,83.52,92.42,0.82,0.62,314,0,1,0.28
645,Penaeus kerathurus_Spain_Mediterranean and Black Sea,Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Spain,Mediterranean and Black Sea,10.6,9.3,12.4,41.42,41.42,41.42,30.82,29.02,32.12,0.82,0.62,109,0,1,0.28
646,Penaeus kerathurus_Tunisia_Mediterranean and Black Sea,Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Tunisia,Mediterranean and Black Sea,352.8,308.8,411.7,1372.18,1372.18,1372.18,1019.38,960.48,1063.38,0.82,0.62,3611,0,1,0.28
647,Penaeus kerathurus_Turkey_Mediterranean and Black Sea,Caramote prawn,Penaeus kerathurus,crustacean,"Shrimps, prawns",Turkey,Mediterranean and Black Sea,24.6,21.5,28.7,95.76,95.76,95.76,71.16,67.06,74.26,0.82,0.62,252,0,1,0.28
648,"Penaeus setiferus_Mexico_Atlantic, Western Central",Northern white shrimp,Penaeus setiferus,crustacean,"Shrimps, prawns",Mexico,"Atlantic, Western Central",582.2,509.5,679.3,754.8,754.8,754.8,172.6,75.5,245.3,0.46,0.26,1020,0,1,0.17
649,"Penaeus setiferus_United States of America_Atlantic, Northwest",Northern white shrimp,Penaeus setiferus,crustacean,"Shrimps, prawns",United States of America,"Atlantic, Northwest",1218.2,1066,1421.2,1579.16,1579.16,1579.16,360.96,157.96,513.16,0.46,0.26,2134,0,1,0.17
650,"Penaeus setiferus_United States of America_Atlantic, Western Central",Northern white shrimp,Penaeus setiferus,crustacean,"Shrimps, prawns",United States of America,"Atlantic, Western Central",29733.6,26017,34689.3,38543.64,38543.64,38543.64,8810.04,3854.34,12526.64,0.46,0.26,52086,0,1,0.17
651,"Penaeus stylirostris_Mexico_Pacific, Eastern Central",Blue shrimp,Penaeus stylirostris,crustacean,"Shrimps, prawns",Mexico,"Pacific, Eastern Central",1143.2,1000.3,1333.7,8891.4,8891.4,8891.4,7748.2,7557.7,7891.1,0.91,0.71,30660,0,1,0.25
652,"Portunus pelagicus_Australia_Indian Ocean, Eastern",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Australia,"Indian Ocean, Eastern",40.2,35.2,46.9,216.48,216.48,216.48,176.28,169.58,181.28,0.87,0.67,656,0,1,0.27
653,"Portunus pelagicus_Australia_Pacific, Western Central",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Australia,"Pacific, Western Central",166.6,145.8,194.4,897.27,897.27,897.27,730.67,702.87,751.47,0.87,0.67,2719,0,1,0.27
654,"Portunus pelagicus_Bahrain_Indian Ocean, Western",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Bahrain,"Indian Ocean, Western",285,249.3,332.5,1534.5,1534.5,1534.5,1249.5,1202,1285.2,0.87,0.67,4650,0,1,0.27
655,"Portunus pelagicus_China_Pacific, Northwest",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",China,"Pacific, Northwest",5596.4,4896.8,6529.1,30134.28,30134.28,30134.28,24537.88,23605.18,25237.48,0.87,0.67,91316,0,1,0.27
656,"Portunus pelagicus_Indonesia_Indian Ocean, Eastern",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Indonesia,"Indian Ocean, Eastern",1201.1,1051,1401.2,6467.34,6467.34,6467.34,5266.24,5066.14,5416.34,0.87,0.67,19598,0,1,0.27
657,"Portunus pelagicus_Indonesia_Pacific, Western Central",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Indonesia,"Pacific, Western Central",4787.3,4188.9,5585.2,25777.62,25777.62,25777.62,20990.32,20192.42,21588.72,0.87,0.67,78114,0,1,0.27
658,"Portunus pelagicus_Iran (Islamic Rep. of)_Indian Ocean, Western",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Iran (Islamic Rep. of),"Indian Ocean, Western",212.2,185.7,247.6,1142.79,1142.79,1142.79,930.59,895.19,957.09,0.87,0.67,3463,0,1,0.27
659,Portunus pelagicus_Israel_Mediterranean and Black Sea,Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Israel,Mediterranean and Black Sea,1.2,1.1,1.4,6.6,6.6,6.6,5.4,5.2,5.5,0.87,0.67,20,0,1,0.27
660,Portunus pelagicus_Lebanon_Mediterranean and Black Sea,Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Lebanon,Mediterranean and Black Sea,2.3,2,2.7,12.54,12.54,12.54,10.24,9.84,10.54,0.87,0.67,38,0,1,0.27
661,"Portunus pelagicus_Philippines_Pacific, Western Central",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Philippines,"Pacific, Western Central",1736.1,1519.1,2025.4,9348.24,9348.24,9348.24,7612.14,7322.84,7829.14,0.87,0.67,28328,0,1,0.27
662,"Portunus pelagicus_Qatar_Indian Ocean, Western",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Qatar,"Indian Ocean, Western",19.3,16.9,22.5,103.95,103.95,103.95,84.65,81.45,87.05,0.87,0.67,315,0,1,0.27
663,"Portunus pelagicus_Saudi Arabia_Indian Ocean, Western",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Saudi Arabia,"Indian Ocean, Western",245.6,214.9,286.6,1322.64,1322.64,1322.64,1077.04,1036.04,1107.74,0.87,0.67,4008,0,1,0.27
664,"Portunus pelagicus_Taiwan Province of China_Pacific, Northwest",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Taiwan Province of China,"Pacific, Northwest",55.3,48.4,64.6,297.99,297.99,297.99,242.69,233.39,249.59,0.87,0.67,903,0,1,0.27
665,"Portunus pelagicus_Thailand_Indian Ocean, Eastern",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Thailand,"Indian Ocean, Eastern",209.5,183.3,244.5,1128.27,1128.27,1128.27,918.77,883.77,944.97,0.87,0.67,3419,0,1,0.27
666,"Portunus pelagicus_Thailand_Pacific, Western Central",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",Thailand,"Pacific, Western Central",1699.6,1487.2,1982.9,9151.89,9151.89,9151.89,7452.29,7168.99,7664.69,0.87,0.67,27733,0,1,0.27
667,"Portunus pelagicus_United Arab Emirates_Indian Ocean, Western",Blue swimming crab,Portunus pelagicus,crustacean,"Crabs, sea-spiders",United Arab Emirates,"Indian Ocean, Western",18.4,16.1,21.4,99,99,99,80.6,77.6,82.9,0.87,0.67,300,0,1,0.27
668,"Portunus trituberculatus_China_Pacific, Northwest",Gazami crab,Portunus trituberculatus,crustacean,"Crabs, sea-spiders",China,"Pacific, Northwest",14635.9,12806.4,17075.2,146358.9,146358.9,146358.9,131723,129283.7,133552.5,0.93,0.73,542070,0,1,0.24
669,"Portunus trituberculatus_Japan_Pacific, Northwest",Gazami crab,Portunus trituberculatus,crustacean,"Crabs, sea-spiders",Japan,"Pacific, Northwest",56.7,49.6,66.2,567,567,567,510.3,500.8,517.4,0.93,0.73,2100,0,1,0.24
670,"Portunus trituberculatus_Korea, Republic of_Pacific, Northwest",Gazami crab,Portunus trituberculatus,crustacean,"Crabs, sea-spiders","Korea, Republic of","Pacific, Northwest",366.1,320.3,427.1,3660.66,3660.66,3660.66,3294.56,3233.56,3340.36,0.93,0.73,13558,0,1,0.24
671,"Thenus orientalis_Bahrain_Indian Ocean, Western",Flathead lobster,Thenus orientalis,crustacean,"Lobsters, spiny-rock lobsters",Bahrain,"Indian Ocean, Western",1.7,1.5,2,2.64,2.64,2.64,0.94,0.64,1.14,0.54,0.34,4,0,1,0.24
672,"Thenus orientalis_Qatar_Indian Ocean, Western",Flathead lobster,Thenus orientalis,crustacean,"Lobsters, spiny-rock lobsters",Qatar,"Indian Ocean, Western",1.7,1.5,2,2.64,2.64,2.64,0.94,0.64,1.14,0.54,0.34,4,0,1,0.24
673,"Thenus orientalis_Saudi Arabia_Indian Ocean, Western",Flathead lobster,Thenus orientalis,crustacean,"Lobsters, spiny-rock lobsters",Saudi Arabia,"Indian Ocean, Western",2.6,2.2,3,3.96,3.96,3.96,1.36,0.96,1.76,0.54,0.34,6,0,1,0.23
674,"Thenus orientalis_Thailand_Indian Ocean, Eastern",Flathead lobster,Thenus orientalis,crustacean,"Lobsters, spiny-rock lobsters",Thailand,"Indian Ocean, Eastern",19.9,17.4,23.3,30.36,30.36,30.36,10.46,7.06,12.96,0.54,0.34,46,0,1,0.23
675,"Thenus orientalis_Thailand_Pacific, Western Central",Flathead lobster,Thenus orientalis,crustacean,"Lobsters, spiny-rock lobsters",Thailand,"Pacific, Western Central",312.7,273.6,364.8,475.86,475.86,475.86,163.16,111.06,202.26,0.54,0.34,721,0,1,0.23
676,"Aequipecten opercularis_Faroe Islands_Atlantic, Northeast",Queen scallop,Aequipecten opercularis,mollusc,"Scallops, pectens",Faroe Islands,"Atlantic, Northeast",704.3,616.3,821.8,1540.76,1540.76,1540.76,836.46,718.96,924.46,0.68,0.48,2963,0,1,0.28
